,0BDoor,timestamp
2,PRESENT,2022-07-17 00:19:59.987000+02:00
3,NOT_PRESENT,2022-07-17 01:26:15.275000+02:00
0,PRESENT,2022-07-21 09:35:39.836000+02:00
1,NOT_PRESENT,2022-07-21 09:35:41.084000+02:00
0,PRESENT,2022-07-22 12:48:43.139000+02:00
1,NOT_PRESENT,2022-07-22 12:48:44.386000+02:00
0,PRESENT,2022-08-01 20:42:52.819000+02:00
1,NOT_PRESENT,2022-08-01 20:57:09.738000+02:00
2,PRESENT,2022-08-01 21:03:39.605000+02:00
3,NOT_PRESENT,2022-08-01 21:04:11.335000+02:00
0,PRESENT,2022-08-01 22:01:14.206000+02:00
1,NOT_PRESENT,2022-08-01 22:01:15.471000+02:00
2,PRESENT,2022-08-01 22:05:08.557000+02:00
3,NOT_PRESENT,2022-08-01 22:07:10.331000+02:00
4,PRESENT,2022-08-01 22:09:24.470000+02:00
5,NOT_PRESENT,2022-08-01 22:09:25.737000+02:00
6,PRESENT,2022-08-02 16:29:39.470000+02:00
7,NOT_PRESENT,2022-08-02 18:32:09.281000+02:00
0,PRESENT,2022-08-02 21:20:47.692000+02:00
1,NOT_PRESENT,2022-08-02 21:20:48.959000+02:00
2,PRESENT,2022-08-02 21:52:26.919000+02:00
3,NOT_PRESENT,2022-08-02 21:52:31.105000+02:00
4,PRESENT,2022-08-02 21:52:32.373000+02:00
5,NOT_PRESENT,2022-08-02 22:38:16.774000+02:00
6,PRESENT,2022-08-02 22:38:20.043000+02:00
7,NOT_PRESENT,2022-08-02 22:38:21.312000+02:00
8,PRESENT,2022-08-02 22:38:24.584000+02:00
9,NOT_PRESENT,2022-08-02 22:38:34.587000+02:00
10,PRESENT,2022-08-03 08:48:04.328000+02:00
11,NOT_PRESENT,2022-08-03 08:48:05.594000+02:00
12,PRESENT,2022-08-03 13:20:22.369000+02:00
13,NOT_PRESENT,2022-08-03 15:00:21.763000+02:00
14,PRESENT,2022-08-03 15:01:48.943000+02:00
15,NOT_PRESENT,2022-08-03 15:01:50.209000+02:00
0,PRESENT,2022-08-04 12:57:52.939000+02:00
1,NOT_PRESENT,2022-08-04 13:45:15.941000+02:00
2,PRESENT,2022-08-04 13:48:58.100000+02:00
3,NOT_PRESENT,2022-08-04 14:03:15.549000+02:00
0,PRESENT,2022-08-04 22:45:42.985000+02:00
1,NOT_PRESENT,2022-08-04 23:23:28.708000+02:00
2,PRESENT,2022-08-04 23:24:39.722000+02:00
3,NOT_PRESENT,2022-08-04 23:40:31.071000+02:00
4,PRESENT,2022-08-04 23:40:47.428000+02:00
5,NOT_PRESENT,2022-08-04 23:41:06.251000+02:00
6,PRESENT,2022-08-05 08:45:04.493000+02:00
7,NOT_PRESENT,2022-08-05 08:45:05.766000+02:00
8,PRESENT,2022-08-05 16:32:00.275000+02:00
9,NOT_PRESENT,2022-08-05 16:35:37.138000+02:00
10,PRESENT,2022-08-05 16:36:41.961000+02:00
11,NOT_PRESENT,2022-08-05 17:50:19.907000+02:00
0,PRESENT,2022-08-05 22:16:54.883000+02:00
1,NOT_PRESENT,2022-08-05 22:52:57.820000+02:00
2,PRESENT,2022-08-05 23:01:26.398000+02:00
3,NOT_PRESENT,2022-08-06 06:52:41.531000+02:00
0,PRESENT,2022-08-06 23:42:27.778000+02:00
1,NOT_PRESENT,2022-08-07 01:17:28.864000+02:00
2,PRESENT,2022-08-07 01:18:10.935000+02:00
3,NOT_PRESENT,2022-08-07 02:10:56.647000+02:00
4,PRESENT,2022-08-07 02:11:00.924000+02:00
5,NOT_PRESENT,2022-08-07 09:34:40.009000+02:00
6,PRESENT,2022-08-07 09:38:41.596000+02:00
7,NOT_PRESENT,2022-08-07 09:38:45.107000+02:00
8,PRESENT,2022-08-07 11:23:43.004000+02:00
9,NOT_PRESENT,2022-08-07 11:23:44.269000+02:00
10,PRESENT,2022-08-07 15:37:20.132000+02:00
11,NOT_PRESENT,2022-08-07 17:07:11.852000+02:00
12,PRESENT,2022-08-07 17:07:24.832000+02:00
13,NOT_PRESENT,2022-08-07 17:07:48.202000+02:00
0,PRESENT,2022-08-08 08:43:57.551000+02:00
1,NOT_PRESENT,2022-08-08 09:19:58.048000+02:00
2,PRESENT,2022-08-08 12:17:25.955000+02:00
3,NOT_PRESENT,2022-08-08 12:17:27.218000+02:00
0,PRESENT,2022-08-09 08:13:40.658000+02:00
1,NOT_PRESENT,2022-08-09 08:43:06.443000+02:00
2,PRESENT,2022-08-09 19:31:56.658000+02:00
0,NOT_PRESENT,2022-08-09 21:46:55.085000+02:00
1,PRESENT,2022-08-09 23:47:23.277000+02:00
2,NOT_PRESENT,2022-08-10 08:55:50.843000+02:00
3,PRESENT,2022-08-10 08:55:54.111000+02:00
4,NOT_PRESENT,2022-08-10 08:55:55.379000+02:00
5,PRESENT,2022-08-10 10:43:09.523000+02:00
6,NOT_PRESENT,2022-08-10 11:51:58.825000+02:00
0,PRESENT,2022-08-11 17:13:19.391000+02:00
1,NOT_PRESENT,2022-08-11 17:13:32.091000+02:00
2,PRESENT,2022-08-11 17:13:36.701000+02:00
3,NOT_PRESENT,2022-08-11 18:06:49.331000+02:00
0,PRESENT,2022-08-12 14:41:51.812000+02:00
0,NOT_PRESENT,2022-08-14 18:14:04.481000+02:00
0,PRESENT,2022-08-15 21:08:40.676000+02:00
0,NOT_PRESENT,2022-08-15 21:12:48.311000+02:00
1,PRESENT,2022-08-16 00:10:23.381000+02:00
2,NOT_PRESENT,2022-08-16 01:36:35.907000+02:00
3,PRESENT,2022-08-16 20:58:12.015000+02:00
0,NOT_PRESENT,2022-08-16 22:04:46.646000+02:00
1,PRESENT,2022-08-17 08:28:50.133000+02:00
2,NOT_PRESENT,2022-08-17 08:28:55.569000+02:00
0,PRESENT,2022-08-18 07:46:54.157000+02:00
1,NOT_PRESENT,2022-08-18 18:27:08.477000+02:00
0,PRESENT,2022-08-18 23:24:39.889000+02:00
1,NOT_PRESENT,2022-08-19 09:08:40.369000+02:00
0,PRESENT,2022-08-21 09:31:13.985000+02:00
1,NOT_PRESENT,2022-08-21 09:37:49.328000+02:00
2,PRESENT,2022-08-21 11:11:18.876000+02:00
3,NOT_PRESENT,2022-08-21 11:12:51.850000+02:00
0,PRESENT,2022-08-26 07:13:54.534000+02:00
1,NOT_PRESENT,2022-08-26 07:13:58.625000+02:00
2,PRESENT,2022-08-26 07:38:02.730000+02:00
3,NOT_PRESENT,2022-08-26 07:38:03.970000+02:00
4,PRESENT,2022-08-26 07:51:48.664000+02:00
5,NOT_PRESENT,2022-08-26 07:52:02.339000+02:00
0,PRESENT,2022-08-29 09:59:22.547000+02:00
1,NOT_PRESENT,2022-08-29 11:36:55.093000+02:00
2,PRESENT,2022-08-29 20:43:31.645000+02:00
3,NOT_PRESENT,2022-08-29 20:52:49.766000+02:00
0,PRESENT,2022-08-30 14:15:06.381000+02:00
1,NOT_PRESENT,2022-08-30 15:45:49.623000+02:00
2,PRESENT,2022-08-30 15:45:52.161000+02:00
3,NOT_PRESENT,2022-08-30 19:45:53.708000+02:00
