,2OfficeDoor,timestamp
8,PRESENT,2022-08-04 20:37:19.988000+02:00
9,NOT_PRESENT,2022-08-04 20:45:05.697000+02:00
10,PRESENT,2022-08-04 20:48:27.991000+02:00
0,NOT_PRESENT,2022-08-04 21:12:01.493000+02:00
1,PRESENT,2022-08-05 06:16:51.374000+02:00
2,NOT_PRESENT,2022-08-05 06:20:49.858000+02:00
3,PRESENT,2022-08-05 06:34:00.342000+02:00
4,NOT_PRESENT,2022-08-05 08:08:09.225000+02:00
5,PRESENT,2022-08-05 08:08:19.208000+02:00
6,NOT_PRESENT,2022-08-05 08:15:53.168000+02:00
7,PRESENT,2022-08-05 08:15:58.686000+02:00
8,NOT_PRESENT,2022-08-05 08:17:40.929000+02:00
9,PRESENT,2022-08-05 08:17:52.259000+02:00
10,NOT_PRESENT,2022-08-05 09:25:23.187000+02:00
11,PRESENT,2022-08-05 14:36:49.394000+02:00
12,NOT_PRESENT,2022-08-05 14:47:56.390000+02:00
13,PRESENT,2022-08-05 14:48:09.293000+02:00
14,NOT_PRESENT,2022-08-05 14:49:10.385000+02:00
15,PRESENT,2022-08-05 14:49:13.285000+02:00
16,NOT_PRESENT,2022-08-05 14:49:28.114000+02:00
17,PRESENT,2022-08-05 14:59:11.882000+02:00
18,NOT_PRESENT,2022-08-05 15:14:57.732000+02:00
0,PRESENT,2022-08-06 01:11:17.599000+02:00
1,NOT_PRESENT,2022-08-06 06:36:03.107000+02:00
2,PRESENT,2022-08-06 06:36:16.014000+02:00
3,NOT_PRESENT,2022-08-06 07:35:25.530000+02:00
4,PRESENT,2022-08-06 07:59:55.810000+02:00
5,NOT_PRESENT,2022-08-06 07:59:58.718000+02:00
6,PRESENT,2022-08-06 08:05:54.471000+02:00
7,NOT_PRESENT,2022-08-06 08:05:56.113000+02:00
8,PRESENT,2022-08-06 08:07:04.067000+02:00
9,NOT_PRESENT,2022-08-06 08:07:06.269000+02:00
10,PRESENT,2022-08-06 08:07:07.863000+02:00
11,NOT_PRESENT,2022-08-06 08:07:14.491000+02:00
12,PRESENT,2022-08-06 08:07:16.134000+02:00
13,NOT_PRESENT,2022-08-06 08:07:23.431000+02:00
14,PRESENT,2022-08-06 08:09:15.436000+02:00
15,NOT_PRESENT,2022-08-06 08:12:56.309000+02:00
16,PRESENT,2022-08-06 08:13:46.296000+02:00
17,NOT_PRESENT,2022-08-06 08:14:23.886000+02:00
18,PRESENT,2022-08-06 08:14:28.743000+02:00
19,NOT_PRESENT,2022-08-06 08:14:42.716000+02:00
20,PRESENT,2022-08-06 08:14:48.899000+02:00
21,NOT_PRESENT,2022-08-06 08:15:26.438000+02:00
22,PRESENT,2022-08-06 08:16:01.598000+02:00
23,NOT_PRESENT,2022-08-06 08:18:08.782000+02:00
24,PRESENT,2022-08-06 09:35:10.867000+02:00
25,NOT_PRESENT,2022-08-06 11:42:20.170000+02:00
26,PRESENT,2022-08-06 12:44:11.093000+02:00
27,NOT_PRESENT,2022-08-06 12:47:51.150000+02:00
28,PRESENT,2022-08-06 12:47:58.464000+02:00
29,NOT_PRESENT,2022-08-06 12:48:17.868000+02:00
30,PRESENT,2022-08-06 12:48:28.522000+02:00
31,NOT_PRESENT,2022-08-06 18:46:53.235000+02:00
32,PRESENT,2022-08-06 18:46:58.092000+02:00
33,NOT_PRESENT,2022-08-06 19:09:45.233000+02:00
34,PRESENT,2022-08-06 19:09:48.133000+02:00
35,NOT_PRESENT,2022-08-06 19:22:15.843000+02:00
36,PRESENT,2022-08-06 20:21:44.178000+02:00
0,NOT_PRESENT,2022-08-06 21:16:34.607000+02:00
1,PRESENT,2022-08-07 02:12:43.627000+02:00
2,NOT_PRESENT,2022-08-07 07:48:41.963000+02:00
3,PRESENT,2022-08-07 07:50:16.987000+02:00
4,NOT_PRESENT,2022-08-07 08:03:28.859000+02:00
5,PRESENT,2022-08-07 08:03:35.708000+02:00
6,NOT_PRESENT,2022-08-07 09:19:54.711000+02:00
7,PRESENT,2022-08-07 09:21:56.513000+02:00
8,NOT_PRESENT,2022-08-07 10:06:51.115000+02:00
9,PRESENT,2022-08-07 10:06:59.773000+02:00
10,NOT_PRESENT,2022-08-07 10:13:06.920000+02:00
11,PRESENT,2022-08-07 11:41:48.683000+02:00
12,NOT_PRESENT,2022-08-07 16:28:24.847000+02:00
13,PRESENT,2022-08-07 16:28:29.056000+02:00
14,NOT_PRESENT,2022-08-07 16:28:33.730000+02:00
15,PRESENT,2022-08-07 16:28:45.011000+02:00
16,NOT_PRESENT,2022-08-07 16:30:50.772000+02:00
17,PRESENT,2022-08-07 16:30:57.368000+02:00
18,NOT_PRESENT,2022-08-07 16:31:42.847000+02:00
19,PRESENT,2022-08-07 17:33:43.905000+02:00
20,NOT_PRESENT,2022-08-07 19:44:37.257000+02:00
21,PRESENT,2022-08-07 19:46:14.374000+02:00
0,NOT_PRESENT,2022-08-07 23:52:45.564000+02:00
1,PRESENT,2022-08-08 06:29:07.208000+02:00
2,NOT_PRESENT,2022-08-08 06:57:36.109000+02:00
3,PRESENT,2022-08-08 12:57:15.120000+02:00
4,NOT_PRESENT,2022-08-08 18:39:46.643000+02:00
5,PRESENT,2022-08-08 18:47:36.583000+02:00
6,NOT_PRESENT,2022-08-08 18:55:17.454000+02:00
0,PRESENT,2022-08-09 06:54:05.159000+02:00
1,NOT_PRESENT,2022-08-09 07:52:33.239000+02:00
2,PRESENT,2022-08-09 16:45:22.310000+02:00
3,NOT_PRESENT,2022-08-09 16:51:16.928000+02:00
4,PRESENT,2022-08-09 16:51:33.223000+02:00
5,NOT_PRESENT,2022-08-09 17:53:29.088000+02:00
6,PRESENT,2022-08-09 17:54:08.019000+02:00
0,NOT_PRESENT,2022-08-09 23:48:36.778000+02:00
1,PRESENT,2022-08-10 06:48:20.086000+02:00
2,NOT_PRESENT,2022-08-10 06:59:50.551000+02:00
3,PRESENT,2022-08-10 06:59:55.431000+02:00
4,NOT_PRESENT,2022-08-10 10:20:47.426000+02:00
0,PRESENT,2022-08-11 16:49:51.899000+02:00
1,NOT_PRESENT,2022-08-11 17:59:39.926000+02:00
2,PRESENT,2022-08-11 20:36:59.262000+02:00
0,NOT_PRESENT,2022-08-12 08:49:01.590000+02:00
1,PRESENT,2022-08-12 12:32:12.104000+02:00
2,NOT_PRESENT,2022-08-12 12:54:28.494000+02:00
0,PRESENT,2022-08-15 07:18:28.145000+02:00
1,NOT_PRESENT,2022-08-15 19:38:33.294000+02:00
0,PRESENT,2022-08-16 06:54:51.145000+02:00
1,NOT_PRESENT,2022-08-16 07:11:25.327000+02:00
2,PRESENT,2022-08-16 07:11:28.638000+02:00
3,NOT_PRESENT,2022-08-16 07:30:26.412000+02:00
4,PRESENT,2022-08-16 16:59:45.865000+02:00
5,NOT_PRESENT,2022-08-16 19:18:49.760000+02:00
0,PRESENT,2022-08-18 06:52:08.031000+02:00
1,NOT_PRESENT,2022-08-18 07:36:55.485000+02:00
0,PRESENT,2022-08-18 23:32:13.006000+02:00
1,NOT_PRESENT,2022-08-19 00:58:37.046000+02:00
2,PRESENT,2022-08-19 06:20:37.581000+02:00
3,NOT_PRESENT,2022-08-19 06:21:03.716000+02:00
4,PRESENT,2022-08-19 06:21:24.707000+02:00
5,NOT_PRESENT,2022-08-19 07:44:08.358000+02:00
6,PRESENT,2022-08-19 08:55:02.152000+02:00
0,NOT_PRESENT,2022-08-20 00:05:27.554000+02:00
1,PRESENT,2022-08-20 00:05:38.836000+02:00
2,NOT_PRESENT,2022-08-20 06:42:24.057000+02:00
3,PRESENT,2022-08-20 06:42:38.994000+02:00
4,NOT_PRESENT,2022-08-20 07:24:53.559000+02:00
5,PRESENT,2022-08-20 07:24:59.558000+02:00
6,NOT_PRESENT,2022-08-20 07:40:20.958000+02:00
7,PRESENT,2022-08-20 14:58:41.741000+02:00
8,NOT_PRESENT,2022-08-20 15:00:17.870000+02:00
9,PRESENT,2022-08-20 15:06:30.378000+02:00
10,NOT_PRESENT,2022-08-20 15:16:06.785000+02:00
11,PRESENT,2022-08-20 20:17:58.089000+02:00
0,NOT_PRESENT,2022-08-20 23:38:03.466000+02:00
1,PRESENT,2022-08-21 07:16:31.284000+02:00
2,NOT_PRESENT,2022-08-21 07:17:39.965000+02:00
3,PRESENT,2022-08-21 07:17:51.328000+02:00
4,NOT_PRESENT,2022-08-21 07:54:01.470000+02:00
5,PRESENT,2022-08-21 07:54:05.036000+02:00
6,NOT_PRESENT,2022-08-21 09:50:08.450000+02:00
7,PRESENT,2022-08-21 17:17:12.392000+02:00
8,NOT_PRESENT,2022-08-21 17:50:30.313000+02:00
9,PRESENT,2022-08-21 17:50:43.233000+02:00
10,NOT_PRESENT,2022-08-21 18:30:16.133000+02:00
11,PRESENT,2022-08-21 18:31:41.006000+02:00
12,NOT_PRESENT,2022-08-21 18:49:51.019000+02:00
0,PRESENT,2022-08-22 06:44:02.075000+02:00
1,NOT_PRESENT,2022-08-22 18:02:06.614000+02:00
2,PRESENT,2022-08-22 18:02:13.234000+02:00
3,NOT_PRESENT,2022-08-22 18:13:29.916000+02:00
4,PRESENT,2022-08-22 18:13:46.844000+02:00
5,NOT_PRESENT,2022-08-22 19:01:42.814000+02:00
0,PRESENT,2022-08-23 07:12:59.494000+02:00
1,NOT_PRESENT,2022-08-23 07:41:09.993000+02:00
2,PRESENT,2022-08-23 07:43:33.449000+02:00
3,NOT_PRESENT,2022-08-23 15:34:34.458000+02:00
0,PRESENT,2022-08-23 23:39:02.878000+02:00
1,NOT_PRESENT,2022-08-24 01:26:30.769000+02:00
2,PRESENT,2022-08-24 01:29:56.178000+02:00
3,NOT_PRESENT,2022-08-24 06:52:31.924000+02:00
0,PRESENT,2022-08-25 06:48:28.349000+02:00
1,NOT_PRESENT,2022-08-25 07:06:59.378000+02:00
2,PRESENT,2022-08-25 07:07:01.015000+02:00
3,NOT_PRESENT,2022-08-25 16:16:19.506000+02:00
0,PRESENT,2022-08-25 23:53:30.211000+02:00
1,NOT_PRESENT,2022-08-26 06:55:21.145000+02:00
2,PRESENT,2022-08-26 06:55:26.005000+02:00
3,NOT_PRESENT,2022-08-26 07:12:49.284000+02:00
4,PRESENT,2022-08-26 09:31:03.129000+02:00
5,NOT_PRESENT,2022-08-26 18:27:02.131000+02:00
0,PRESENT,2022-08-29 07:37:56.323000+02:00
1,NOT_PRESENT,2022-08-29 17:43:31.688000+02:00
0,PRESENT,2022-08-29 23:53:49.648000+02:00
1,NOT_PRESENT,2022-08-30 07:13:29.380000+02:00
2,PRESENT,2022-08-30 07:13:32.284000+02:00
3,NOT_PRESENT,2022-08-30 15:59:26.218000+02:00
4,PRESENT,2022-08-30 17:02:44.815000+02:00
5,NOT_PRESENT,2022-08-30 17:16:13.879000+02:00
0,PRESENT,2022-08-31 06:53:00.909000+02:00
1,NOT_PRESENT,2022-08-31 16:31:47.017000+02:00
