"WindPower";"PVPower"
"R11263";630.494;343.238
"R11264";794.309;459.38
"R11265";814.588;529.597
"R11266";761.449;531.697
"R11267";630.278;495.505
"R11268";477.883;511.18
"R11269";342.409;498.773
"R11270";242.52;415.777
"R11271";173.561;344.539
"R11272";136.333;288.114
"R11273";134.862;271.225
"R11274";170.15;133.057
"R11275";289.979;1.864
"R11276";359.749;0
"R11277";320.904;0
"R11278";273.995;0
"R11279";235.655;0
"R11280";192.76;0
"R11281";180.549;0
"R11282";197.825;0
"R11283";192.805;0
"R11284";171.546;0
"R11285";133.356;54.473
"R11286";134.653;197.902
"R11287";135.758;316.627
"R11288";129.858;510.855
"R11289";122.181;715.454
"R11290";113.828;835.399
"R11291";113.824;844.959
"R11292";126.463;833.418
"R11293";149.365;807.461
"R11294";173.959;744.054
"R11295";192.98;599.122
"R11296";185.639;424.253
"R11297";154.969;266.564
"R11298";163.267;168.003
"R11299";167.868;7.378
"R11300";134.011;0
"R11301";81.526;0
"R11302";42.824;0
"R11303";22.103;0
"R11304";12.153;0
"R11305";9.834;0
"R11306";11;0
"R11307";17.402;0
"R11308";34.034;0
"R11309";56.534;34.923
"R11310";76.013;106.629
"R11311";103.787;177.693
"R11312";128.455;222.693
"R11313";159.303;227.135
"R11314";198.031;277.413
"R11315";226.499;340.597
"R11316";238.654;387.463
"R11317";234.575;393.105
"R11318";216.235;292.563
"R11319";199.979;196.76
"R11320";154.446;120.696
"R11321";132.43;56.569
"R11322";188.444;15.678
"R11323";306.111;0
"R11324";359.267;0
"R11325";341.948;0
"R11326";304.862;0
"R11327";273.119;0
"R11328";253.109;0
"R11329";226.779;0
"R11330";189.556;0
"R11331";201.904;0
"R11332";193.144;0
"R11333";210.02;6.29
"R11334";288.063;46.917
"R11335";323.452;116.867
"R11336";382.943;187.086
"R11337";389.292;240.908
"R11338";384.715;287.373
"R11339";380.417;311.812
"R11340";364.593;315.88
"R11341";342.723;311.697
"R11342";324.939;291.635
"R11343";316.145;287.741
"R11344";288.376;311.119
"R11345";233.241;166.287
"R11346";310.754;89.56
"R11347";406.153;4.459
"R11348";450.491;0
"R11349";443.852;0
"R11350";401.035;0
"R11351";342.346;0
"R11352";266.39;0
"R11353";189.641;0
"R11354";143.549;0
"R11355";133.623;0
"R11356";142.973;0
"R11357";140.878;122.859
"R11358";69.866;409.247
"R11359";57.765;634.616
"R11360";70.338;757.186
"R11361";85.663;813.088
"R11362";99.153;690.264
"R11363";95.455;517.928
"R11364";79.468;514.473
"R11365";63.603;520.708
"R11366";44.262;510.943
"R11367";27.021;480.137
"R11368";11.904;467.778
"R11369";3.792;399.977
"R11370";10.438;126.071
"R11371";71.316;12.366
"R11372";176.139;0
"R11373";277.939;0
"R11374";351.275;0
"R11375";352.544;0
"R11376";318.896;0
"R11377";294.656;0
"R11378";284.012;0
"R11379";280.185;0
"R11380";269.826;0
"R11381";205.856;147.792
"R11382";67.727;473.74
"R11383";48.809;651.349
"R11384";82.589;721.083
"R11385";165.203;725.442
"R11386";246.654;654.065
"R11387";309.429;631.877
"R11388";341.196;614.005
"R11389";348.053;525.123
"R11390";333.895;521.267
"R11391";307.58;541.118
"R11392";303.53;491.835
"R11393";408.859;355.101
"R11394";631.761;109.491
"R11395";747.155;7.584
"R11396";747.177;0
"R11397";686.42;0
"R11398";645.23;0
"R11399";607.979;0
"R11400";544.055;0
"R11401";460.965;0
"R11402";425.519;0
"R11403";371.039;0
"R11404";351.628;0
"R11405";334.847;2.351
"R11406";307.651;16.259
"R11407";400.795;40.864
"R11408";424.978;81.012
"R11409";510.49;114.457
"R11410";691.945;172.357
"R11411";798.459;264.438
"R11412";835.208;249.678
"R11413";820.036;191.905
"R11414";776.7;153.949
"R11415";747.156;122.35
"R11416";751.68;106.462
"R11417";800.955;99.448
"R11418";863.796;54.941
"R11419";814.594;7.963
"R11420";830.944;0
"R11421";733.015;0
"R11422";681.258;0
"R11423";705.643;0
"R11424";749.884;0
"R11425";715.257;0
"R11426";681.289;0
"R11427";688.795;0
"R11428";710.018;0
"R11429";739.301;84.067
"R11430";580.038;278.562
"R11431";522.782;510.246
"R11432";913.285;590.382
"R11433";1322.391;666.821
"R11434";1508.899;660.872
"R11435";1586.643;596.396
"R11436";1612.65;516.636
"R11437";1596.152;483.845
"R11438";1596.249;474.459
"R11439";1571.542;305.001
"R11440";1574.516;241.197
"R11441";1498.605;202.173
"R11442";1393.996;113.972
"R11443";1349.803;21.987
"R11444";1260.902;0
"R11445";1218.98;0
"R11446";1220.547;0
"R11447";1230.63;0
"R11448";1185.875;0
"R11449";1076.213;0
"R11450";1069.726;0
"R11451";1095.316;0
"R11452";1028.646;0
"R11453";972.085;170.79
"R11454";901.419;445.437
"R11455";1139.899;552.614
"R11456";1358.861;599.676
"R11457";1409.431;646.207
"R11458";1398.591;638.609
"R11459";1336.325;650.282
"R11460";1252.846;679.298
"R11461";1179.076;627.993
"R11462";1104.829;536.881
"R11463";973.874;426.169
"R11464";790.084;318.964
"R11465";555.927;244.283
"R11466";528.911;162.454
"R11467";752.558;31.213
"R11468";938.636;0
"R11469";805.69;0
"R11470";655.468;0
"R11471";661.497;0
"R11472";715.024;0
"R11473";825.729;0
"R11474";771.232;0
"R11475";723.242;0
"R11476";781.814;0
"R11477";577.844;278.797
"R11478";284.652;597.919
"R11479";604.942;739.751
"R11480";691.888;792.941
"R11481";591.677;801.442
"R11482";537.674;689.656
"R11483";556.048;592.485
"R11484";588.189;556.685
"R11485";656.247;528.62
"R11486";722.033;542.017
"R11487";622.418;383.864
"R11488";508.87;336.312
"R11489";430.088;262.057
"R11490";438.676;158.387
"R11491";518.108;41.332
"R11492";522.838;0
"R11493";490.574;0
"R11494";501.952;0
"R11495";528.589;0
"R11496";454.389;0
"R11497";383.364;0
"R11498";358.708;0
"R11499";349.881;0
"R11500";406.958;0
"R11501";444.141;0.572
"R11502";439.597;12.432
"R11503";465.829;39.578
"R11504";508.347;68.812
"R11505";372.147;102.796
"R11506";208.155;155.9
"R11507";142.4;195.634
"R11508";145.695;212.719
"R11509";188.44;206.523
"R11510";237.405;206.142
"R11511";271.161;147.984
"R11512";271.348;100.727
"R11513";247.474;47.831
"R11514";308.86;15.163
"R11515";450.247;0
"R11516";599.916;0
"R11517";720.872;0
"R11518";839.145;0
"R11519";1014.687;0
"R11520";1127.822;0
"R11521";1180.015;0
"R11522";1225.543;0
"R11523";1301.398;0
"R11524";1292.058;0
"R11525";1277.243;7.784
"R11526";1270.847;40.366
"R11527";1408.391;98.453
"R11528";1523.168;179.475
"R11529";1513.336;267.949
"R11530";1526.957;330.841
"R11531";1536.09;373.307
"R11532";1512.468;346.639
"R11533";1491.684;294.524
"R11534";1478.242;255.585
"R11535";1435.815;234.043
"R11536";1385.007;225.233
"R11537";1290.5;195.11
"R11538";1202.434;121.398
"R11539";1116.077;33.6
"R11540";1026.109;0
"R11541";967.766;0
"R11542";883.006;0
"R11543";894.039;0
"R11544";787.768;0
"R11545";671.718;0
"R11546";660.928;0
"R11547";623.149;0
"R11548";579.378;3.445
"R11549";501.859;274.776
"R11550";299.551;537.924
"R11551";481.419;684.034
"R11552";675.151;772.772
"R11553";622.479;822.301
"R11554";554.722;840.506
"R11555";511.021;797.655
"R11556";466.449;760.047
"R11557";412.245;661.716
"R11558";336.647;584.486
"R11559";250.61;491.578
"R11560";165.2;369.168
"R11561";138.802;273.239
"R11562";138.791;151.181
"R11563";119.029;45.906
"R11564";128.707;0
"R11565";143.212;0
"R11566";163.271;0
"R11567";177.671;0
"R11568";188.562;0
"R11569";202.375;0
"R11570";207.325;0
"R11571";219.214;0
"R11572";210.533;2.271
"R11573";166.382;187.489
"R11574";80.577;369.47
"R11575";66.784;385.675
"R11576";54.469;325.525
"R11577";53.912;327.168
"R11578";68.763;307.459
"R11579";91.548;283.462
"R11580";117.232;255.705
"R11581";141.369;231.409
"R11582";157.08;221.043
"R11583";160.099;180.991
"R11584";161.072;157.225
"R11585";153.647;119.689
"R11586";226.376;77.161
"R11587";399.928;21.529
"R11588";539.313;0
"R11589";628.409;0
"R11590";668.468;0
"R11591";684.531;0
"R11592";611.967;0
"R11593";521.729;0
"R11594";485.945;0
"R11595";474.554;0
"R11596";497.384;0.759
"R11597";422.554;99.513
"R11598";533.343;255.283
"R11599";786.98;301.795
"R11600";894.016;213.285
"R11601";962.608;224.186
"R11602";1020.648;207.737
"R11603";1088.672;203.161
"R11604";1173.615;178.966
"R11605";1252.69;155.588
"R11606";1287.382;135.703
"R11607";1288.701;105.796
"R11608";1309.043;71.997
"R11609";1336.379;39.053
"R11610";1364.118;14.491
"R11611";1383.309;0.703
"R11612";1348.062;0
"R11613";1282.187;0
"R11614";1202.926;0
"R11615";1052.704;0
"R11616";957.416;0
"R11617";825.502;0
"R11618";688.891;0
"R11619";563.34;0
"R11620";490.471;2.841
"R11621";437.298;137.872
"R11622";450.094;461.943
"R11623";470.32;725.973
"R11624";490.55;824.511
"R11625";504.751;865.843
"R11626";476.282;884.184
"R11627";406.598;851.511
"R11628";327.8;816.094
"R11629";265.376;783.51
"R11630";221.757;719.093
"R11631";192.098;731.008
"R11632";161.209;557.548
"R11633";122.166;365.898
"R11634";105.757;181.289
"R11635";80.887;60.825
"R11636";64.999;0
"R11637";43.582;0
"R11638";27.557;0
"R11639";20.323;0
"R11640";16.428;0
"R11641";22.035;0
"R11642";50.346;0
"R11643";116.199;0
"R11644";194.257;9.333
"R11645";230.413;232.086
"R11646";90.857;578.027
"R11647";91.295;756.196
"R11648";165.94;823.975
"R11649";209.571;858.345
"R11650";248.604;876.425
"R11651";298.354;882.633
"R11652";369.241;882.242
"R11653";436.978;867.438
"R11654";473.629;839.118
"R11655";490.713;784.819
"R11656";480.571;715.84
"R11657";447.8;674.095
"R11658";473.006;525.255
"R11659";589.525;222.054
"R11660";670.581;0
"R11661";629.265;0
"R11662";557.312;0
"R11663";441.345;0
"R11664";294.159;0
"R11665";247.685;0
"R11666";226.279;0
"R11667";150.65;0
"R11668";67.363;0.666
"R11669";27.153;40.333
"R11670";22.039;133.468
"R11671";42.363;433.612
"R11672";95.026;791.581
"R11673";169.399;853.113
"R11674";199.122;870.198
"R11675";198.163;877.933
"R11676";178.119;878.014
"R11677";157.59;872.307
"R11678";135.921;860.127
"R11679";115.647;837.398
"R11680";95.057;796.67
"R11681";78.616;717.827
"R11682";67.729;528.015
"R11683";37.429;169.404
"R11684";21.604;0
"R11685";16.841;0
"R11686";29.484;0
"R11687";55.799;0
"R11688";97.338;0
"R11689";159.964;0
"R11690";240.98;0
"R11691";321.652;0
"R11692";386.541;48.05
"R11693";461.372;366.958
"R11694";225.045;617.509
"R11695";48.651;747.033
"R11696";28.001;811.437
"R11697";21.992;840.308
"R11698";17.314;857.8
"R11699";14.029;862.458
"R11700";11.726;859.823
"R11701";10.975;843.252
"R11702";14.245;804.589
"R11703";28.197;754.007
"R11704";76.201;736.065
"R11705";204.779;676.147
"R11706";382.14;513.055
"R11707";698.489;209.426
"R11708";984.35;0
"R11709";980.206;0
"R11710";917.41;0
"R11711";774.683;0
"R11712";650.355;0
"R11713";562.925;0
"R11714";557.76;0
"R11715";521.592;0
"R11716";518.112;29.838
"R11717";423.801;245.786
"R11718";309.162;551.309
"R11719";357.425;647.324
"R11720";338.972;625.273
"R11721";315.649;583.139
"R11722";278.427;557.389
"R11723";245.294;541.644
"R11724";223.098;571.789
"R11725";205.515;645.695
"R11726";202.043;719.075
"R11727";213.105;761.722
"R11728";244.073;751.099
"R11729";267.045;674.938
"R11730";367.68;520.603
"R11731";628.723;233.805
"R11732";886.144;0
"R11733";1026.111;0
"R11734";1000.705;0
"R11735";863.813;0
"R11736";734.401;0
"R11737";667.146;0
"R11738";616.635;0
"R11739";615.112;0
"R11740";497.412;65.891
"R11741";307.921;355.928
"R11742";155.357;642.292
"R11743";163.204;759.002
"R11744";168.14;816.82
"R11745";185.878;846.969
"R11746";235.87;859.59
"R11747";321.721;859.881
"R11748";413.591;839.602
"R11749";428.934;861.934
"R11750";401.767;849.052
"R11751";406.745;815.998
"R11752";390.157;738.285
"R11753";282.023;641.101
"R11754";229.989;510.727
"R11755";225.785;268.34
"R11756";220.169;0.582
"R11757";235.41;0
"R11758";309.184;0
"R11759";414.099;0
"R11760";522.855;0
"R11761";634.646;0
"R11762";634.258;0
"R11763";663.678;0
"R11764";577.766;48.294
"R11765";392.357;379.828
"R11766";206.991;636.685
"R11767";217.64;746.993
"R11768";255.01;799.365
"R11769";245.315;825.378
"R11770";248.489;836.896
"R11771";249.524;839.138
"R11772";238.774;834.761
"R11773";230.702;825.51
"R11774";227.379;808.647
"R11775";231.177;780.922
"R11776";235.354;735.126
"R11777";262.51;656.676
"R11778";365.667;509.101
"R11779";636.501;240.542
"R11780";937.197;1.326
"R11781";995.941;0
"R11782";987.678;0
"R11783";808.132;0
"R11784";749.242;0
"R11785";704.772;0
"R11786";650.321;0
"R11787";620.785;0
"R11788";587.541;30.974
"R11789";461.41;216.763
"R11790";292.882;496.159
"R11791";303.3;632.972
"R11792";275.884;716.686
"R11793";168.665;766.113
"R11794";95.605;802.451
"R11795";60.214;824.94
"R11796";43.202;829.233
"R11797";36.136;811.594
"R11798";38.403;793.305
"R11799";52.701;767.331
"R11800";92.429;677.319
"R11801";138.711;519.67
"R11802";202.459;307.423
"R11803";318.996;97.126
"R11804";410.395;0
"R11805";409.783;0
"R11806";381.18;0
"R11807";322.199;0
"R11808";234.977;0
"R11809";208.175;0
"R11810";164.356;0
"R11811";150.658;0
"R11812";303.611;0
"R11813";452.19;5.598
"R11814";568.431;18.306
"R11815";681.292;62.385
"R11816";694.181;148.414
"R11817";616.812;291.758
"R11818";537.334;506.029
"R11819";495.183;647.587
"R11820";485.455;760.28
"R11821";512.428;814.633
"R11822";599.963;829.858
"R11823";795.592;817.758
"R11824";1026.106;779.799
"R11825";1197.287;703.238
"R11826";1293.336;559.802
"R11827";1287.281;282.721
"R11828";1283.271;5.426
"R11829";1297.3;0
"R11830";1351.205;0
"R11831";1364.427;0
"R11832";1315.595;0
"R11833";1306.553;0
"R11834";1312.176;0
"R11835";1296.546;0
"R11836";1235.713;88.163
"R11837";1220.46;303.619
"R11838";1308.322;515.945
"R11839";1328.016;655.222
"R11840";1283.529;760.685
"R11841";1207.699;818.617
"R11842";1146.516;858.548
"R11843";1075.149;850.615
"R11844";1047.995;810.853
"R11845";1024.86;792.543
"R11846";1005.213;754.48
"R11847";982.203;690.049
"R11848";932.575;575.385
"R11849";786.672;481.171
"R11850";565.227;330.063
"R11851";540.391;123.296
"R11852";558.545;3
"R11853";503.652;0
"R11854";455.473;0
"R11855";503.883;0
"R11856";660.757;0
"R11857";745.555;0
"R11858";747.204;0
"R11859";710.078;0
"R11860";609.871;63.219
"R11861";375.164;256.973
"R11862";227.474;430.13
"R11863";289.899;519.828
"R11864";229.664;531.85
"R11865";153.654;450.715
"R11866";100.879;531.884
"R11867";66.431;564.23
"R11868";38.883;577.578
"R11869";19.406;534.392
"R11870";8.496;356.298
"R11871";11.041;204.52
"R11872";26.015;104.22
"R11873";48.335;52.799
"R11874";62.139;22.617
"R11875";71.335;5.267
"R11876";73.994;0
"R11877";67.337;0
"R11878";53.361;0
"R11879";51.687;0
"R11880";72.944;0
"R11881";110.138;0
"R11882";148.019;0
"R11883";167.79;0
"R11884";154.426;1.542
"R11885";151.992;22.973
"R11886";203.558;62.583
"R11887";303.594;119.083
"R11888";413.879;181.193
"R11889";539.308;247.368
"R11890";599.998;285.29
"R11891";602.466;316.58
"R11892";563.832;319.302
"R11893";538.258;319.528
"R11894";515.544;290.889
"R11895";495.76;242.022
"R11896";454.802;173.731
"R11897";391.978;111.974
"R11898";282.015;63.947
"R11899";276.927;27.74
"R11900";433.922;0
"R11901";401.974;0
"R11902";350.428;0
"R11903";272.436;0
"R11904";234.851;0
"R11905";200.786;0
"R11906";207.557;0
"R11907";209.631;0
"R11908";212.17;1.705
"R11909";179.966;19.539
"R11910";200.119;55.531
"R11911";202.526;94.895
"R11912";211.739;200.316
"R11913";216.354;337.256
"R11914";198.892;412.69
"R11915";175.2;493.91
"R11916";162.949;539.891
"R11917";150.467;562.612
"R11918";143.668;538.247
"R11919";135.87;517.68
"R11920";128.011;451.837
"R11921";143.793;331.572
"R11922";152.411;149.007
"R11923";228.509;67.992
"R11924";369.362;3.272
"R11925";401.823;0
"R11926";337.938;0
"R11927";271.137;0
"R11928";158.148;0
"R11929";81.566;0
"R11930";66.703;0
"R11931";73.086;0
"R11932";82.68;1.371
"R11933";88.653;19.692
"R11934";94.193;66.865
"R11935";103.186;212.702
"R11936";96.459;402.963
"R11937";88.703;516.928
"R11938";88.444;715.171
"R11939";100.91;764.234
"R11940";117.543;697.851
"R11941";129.869;632.271
"R11942";135.034;551.409
"R11943";135.901;512.835
"R11944";135.912;391.51
"R11945";130.593;362.894
"R11946";123.198;307.04
"R11947";191.963;233.658
"R11948";288.02;22.473
"R11949";348.565;0
"R11950";358.972;0
"R11951";356.086;0
"R11952";353.697;0
"R11953";368.708;0
"R11954";406.335;0
"R11955";401.653;0
"R11956";308.524;15.142
"R11957";164.566;85.78
"R11958";101.841;261.016
"R11959";133.339;404.39
"R11960";177.776;404.853
"R11961";225.883;345.223
"R11962";257.67;314.042
"R11963";265.939;306.571
"R11964";255.296;291.013
"R11965";243.103;267.781
"R11966";235.444;289.909
"R11967";225.77;314.314
"R11968";212.73;327.049
"R11969";192.049;278.599
"R11970";155.083;184.236
"R11971";200.015;86.946
"R11972";249.568;4.427
"R11973";240.806;0
"R11974";211.956;0
"R11975";183.384;0
"R11976";175.242;0
"R11977";191.915;0
"R11978";210.251;0
"R11979";235.771;0
"R11980";235.466;0
"R11981";176.552;9.318
"R11982";102.883;30.966
"R11983";53.642;75.796
"R11984";34.639;102.219
"R11985";23.734;151.063
"R11986";21.729;155.416
"R11987";25.711;148.078
"R11988";33.004;165.704
"R11989";40.833;182.771
"R11990";52.096;198.431
"R11991";60.8;172.136
"R11992";66.613;148.473
"R11993";71.637;101.945
"R11994";70.832;52.862
"R11995";122.232;21.689
"R11996";188.766;0.283
"R11997";223.988;0
"R11998";230.002;0
"R11999";216.854;0
"R12000";193.683;0
"R12001";152.801;0
"R12002";97.179;0
"R12003";49.111;0
"R12004";17.901;5.584
"R12005";12.003;32.699
"R12006";26.689;63.506
"R12007";48.03;87.653
"R12008";82.925;98.826
"R12009";105.295;137.883
"R12010";116.259;161.037
"R12011";118.814;173.395
"R12012";115.526;163.127
"R12013";122.144;131.492
"R12014";128.381;118.571
"R12015";136.886;82.611
"R12016";168.147;101.374
"R12017";201.417;47.288
"R12018";260.222;18.937
"R12019";352.657;1.672
"R12020";389.409;0
"R12021";397.865;0
"R12022";376.842;0
"R12023";372.652;0
"R12024";359.63;0
"R12025";365.746;0
"R12026";365.585;0
"R12027";325.34;0
"R12028";250.38;0.598
"R12029";214.784;11.628
"R12030";279.227;30.237
"R12031";307.868;55.288
"R12032";369.924;83.997
"R12033";417.348;111.043
"R12034";465.043;148.757
"R12035";490.529;149.306
"R12036";496.681;130.47
"R12037";477.079;109.97
"R12038";533.846;123.957
"R12039";619.794;125.292
"R12040";617.162;77.126
"R12041";640.008;29.504
"R12042";673.474;6.563
"R12043";722.535;0.026
"R12044";757.881;0
"R12045";699.491;0
"R12046";582.694;0
"R12047";503.229;0
"R12048";368.304;0
"R12049";265.939;0
"R12050";221.98;0
"R12051";210.385;0
"R12052";203.348;3.921
"R12053";133.707;24.961
"R12054";96.289;205.032
"R12055";96.663;263.423
"R12056";77.554;179.775
"R12057";62.32;156.89
"R12058";66.563;212.943
"R12059";75.48;248.084
"R12060";105.653;301.678
"R12061";167.706;413.978
"R12062";228.873;373.643
"R12063";309.174;286.32
"R12064";330.062;167.862
"R12065";309.561;147.306
"R12066";306.816;142.134
"R12067";305.064;65.554
"R12068";408.385;7.598
"R12069";462.697;0
"R12070";400.76;0
"R12071";359.281;0
"R12072";342.515;0
"R12073";352.526;0
"R12074";409.715;0
"R12075";444.548;0
"R12076";456.438;0
"R12077";475.002;3.512
"R12078";465.791;20.536
"R12079";524.514;50.443
"R12080";489.238;87.942
"R12081";582.67;123.913
"R12082";694.84;196.444
"R12083";800.097;232.444
"R12084";826.037;259.192
"R12085";863.266;212.396
"R12086";813.953;143.332
"R12087";730.836;120.906
"R12088";593.924;107.367
"R12089";438.24;62.516
"R12090";368.87;23.184
"R12091";353.258;4.214
"R12092";361.503;0
"R12093";318.432;0
"R12094";317.798;0
"R12095";254.102;0
"R12096";204.713;0
"R12097";191.133;0
"R12098";165.003;0
"R12099";125.728;0
"R12100";92.317;2.978
"R12101";66.294;18.172
"R12102";54.07;46.076
"R12103";50.704;73.035
"R12104";53.473;91.194
"R12105";61.044;107.29
"R12106";70.396;141.005
"R12107";82.435;209.806
"R12108";82.554;320.901
"R12109";77.77;413.648
"R12110";73.584;391.655
"R12111";69.872;369.159
"R12112";91.733;311.284
"R12113";154.15;245.171
"R12114";262.675;117.862
"R12115";527.438;36.075
"R12116";704.808;3.122
"R12117";673.457;0
"R12118";619.382;0
"R12119";564.117;0
"R12120";553.656;0
"R12121";589.066;0
"R12122";605.866;0
"R12123";913.304;0
"R12124";833.528;4.488
"R12125";850.073;27.624
"R12126";771.281;66.45
"R12127";722.693;143.822
"R12128";708.318;234.982
"R12129";686.614;328.028
"R12130";655.401;383.758
"R12131";583.572;396.872
"R12132";506.02;389.71
"R12133";439.59;355.213
"R12134";375.697;343.514
"R12135";319.696;335.305
"R12136";266.994;236.885
"R12137";227.874;225.65
"R12138";208.08;165.988
"R12139";266.469;84.805
"R12140";401.766;13.187
"R12141";450.254;0
"R12142";412.638;0
"R12143";399.937;0
"R12144";376.804;0
"R12145";365.851;0
"R12146";335.748;0
"R12147";316.326;0
"R12148";269.432;8.451
"R12149";191.101;50.313
"R12150";175.328;152.122
"R12151";213.924;228.325
"R12152";292.519;262.827
"R12153";439.572;299.832
"R12154";599.899;536.292
"R12155";715.102;715.1
"R12156";854.57;777.946
"R12157";995.959;810.036
"R12158";1079.63;792.003
"R12159";1079.949;766.313
"R12160";989.136;690.921
"R12161";859.435;601.905
"R12162";695.834;474.958
"R12163";673.636;306.867
"R12164";837.858;104.718
"R12165";765.987;0
"R12166";704.773;0
"R12167";690.355;0
"R12168";632.682;0
"R12169";572.345;0
"R12170";501.902;0
"R12171";454.859;0
"R12172";310.657;33.406
"R12173";159.453;96.339
"R12174";145.078;230.311
"R12175";163.921;415.946
"R12176";126.486;614.853
"R12177";98.813;729.879
"R12178";95.047;769.089
"R12179";112.235;722.892
"R12180";135.772;683.39
"R12181";139.243;653.263
"R12182";116.575;595.407
"R12183";81.585;530.897
"R12184";67.453;455.704
"R12185";75.159;358.071
"R12186";117.171;276.12
"R12187";192.515;189.881
"R12188";271.331;76.635
"R12189";293.487;0
"R12190";312.777;0
"R12191";308.098;0
"R12192";313.63;0
"R12193";344.609;0
"R12194";382.772;0
"R12195";427.368;8.321
"R12196";436.499;278.824
"R12197";192.593;550.344
"R12198";117.736;694.963
"R12199";105.824;770.309
"R12200";74.431;812.377
"R12201";49.963;834.485
"R12202";19.463;844.966
"R12203";6.732;847.924
"R12204";15.062;846.327
"R12205";38.277;840.781
"R12206";75.954;830.239
"R12207";126.878;810.39
"R12208";165.618;778.455
"R12209";200.932;723.559
"R12210";226.906;624.568
"R12211";306.194;435.685
"R12212";421.909;145.826
"R12213";419.302;0
"R12214";397.851;0
"R12215";321.046;0
"R12216";209.396;0
"R12217";126.424;0
"R12218";82.627;0
"R12219";50.362;7.786
"R12220";33.914;235.215
"R12221";27.8;497.541
"R12222";7.083;649.822
"R12223";30.888;730.434
"R12224";56.869;774.712
"R12225";82.661;798.801
"R12226";106.09;811.149
"R12227";152.487;780.514
"R12228";205.388;752.218
"R12229";265.967;663.986
"R12230";311.165;474.221
"R12231";301.703;255.89
"R12232";273.785;230.159
"R12233";250.326;274.305
"R12234";265.78;320.226
"R12235";400.119;243.238
"R12236";693.847;90.834
"R12237";905.459;0
"R12238";876.349;0
"R12239";645.195;0
"R12240";539.25;0
"R12241";490.494;0
"R12242";487.809;0
"R12243";474.2;4.442
"R12244";359.152;144.068
"R12245";148.771;233.205
"R12246";115.526;349.786
"R12247";97.933;371.7
"R12248";110.395;456.462
"R12249";202.571;621.426
"R12250";264.687;669.145
"R12251";311.96;639.175
"R12252";321.514;554.959
"R12253";351.709;469.876
"R12254";411.674;446.297
"R12255";461.404;416.461
"R12256";560.044;421.902
"R12257";710.085;490.194
"R12258";838.611;405.438
"R12259";921.027;311.456
"R12260";1001.439;98.143
"R12261";916.161;0
"R12262";806.21;0
"R12263";790.121;0
"R12264";811.399;0
"R12265";799.152;0
"R12266";747.169;0
"R12267";684.625;13.182
"R12268";531.737;235.645
"R12269";172.062;489.031
"R12270";48.259;628.059
"R12271";25.879;679.944
"R12272";24.317;703.854
"R12273";61.448;742.439
"R12274";115.578;724.088
"R12275";165.034;621.288
"R12276";180.368;657.92
"R12277";183.384;604.215
"R12278";169.112;639.286
"R12279";171.643;726.194
"R12280";220.302;713.425
"R12281";274.949;666.602
"R12282";282.03;552.796
"R12283";323.681;325.011
"R12284";346.253;88.651
"R12285";406.319;0
"R12286";450.381;0
"R12287";467.285;0
"R12288";501.944;0
"R12289";522.793;0
"R12290";486.442;0
"R12291";419.728;14.363
"R12292";292.084;209.565
"R12293";89.168;448.528
"R12294";22.496;606.77
"R12295";33.548;697.974
"R12296";90.062;744.519
"R12297";158.503;750.394
"R12298";253.361;745.27
"R12299";356.666;718.916
"R12300";420.417;682.009
"R12301";454.869;664.956
"R12302";490.508;710.124
"R12303";527.031;747.301
"R12304";544.085;728.477
"R12305";599.373;669.715
"R12306";599.304;560.851
"R12307";631.799;375.413
"R12308";659.382;129.804
"R12309";658.325;0
"R12310";582.641;0
"R12311";555.964;0
"R12312";548.861;0
"R12313";496.092;0
"R12314";461.36;0
"R12315";427.375;14.888
"R12316";326.671;198.942
"R12317";177.583;300.65
"R12318";88.534;244.852
"R12319";100.033;181.766
"R12320";168.138;200.248
"R12321";274.445;247.413
"R12322";429.403;343.517
"R12323";607.682;551.924
"R12324";731.734;688.609
"R12325";760.708;567.548
"R12326";686.431;476.222
"R12327";555.954;377.506
"R12328";368.698;242.418
"R12329";205.428;236.163
"R12330";102.871;167.526
"R12331";48.403;101.28
"R12332";59.946;44.648
"R12333";100.9;0
"R12334";197.868;0
"R12335";349.142;0
"R12336";511.811;0
"R12337";616.353;0
"R12338";609.901;0
"R12339";535.324;13.256
"R12340";391.331;172.971
"R12341";204.802;392.29
"R12342";227.587;448.037
"R12343";172.633;401.841
"R12344";97.84;452.549
"R12345";39.041;527.507
"R12346";14.739;588.6
"R12347";11.736;565.275
"R12348";16.114;476.826
"R12349";36.565;399.546
"R12350";72.436;372.445
"R12351";120.435;304.238
"R12352";151.897;233.139
"R12353";192.258;161.995
"R12354";211.269;121.352
"R12355";276.797;77.071
"R12356";381.913;15.288
"R12357";399.024;0
"R12358";364.555;0
"R12359";341.063;0
"R12360";298.138;0
"R12361";288.211;0
"R12362";275.257;0
"R12363";264.081;0
"R12364";247.814;5.149
"R12365";259.359;18.502
"R12366";275.829;39.183
"R12367";296.377;84.39
"R12368";320.61;157.409
"R12369";331.064;162.391
"R12370";314.341;175.648
"R12371";302.496;319.678
"R12372";305.917;341.972
"R12373";270.781;241.544
"R12374";252.861;228.756
"R12375";226.892;219.186
"R12376";179.328;220.503
"R12377";144.88;207.369
"R12378";124.605;102.879
"R12379";108.16;43.395
"R12380";145.364;14.555
"R12381";225.219;0
"R12382";304.719;0
"R12383";290.568;0
"R12384";261.3;0
"R12385";235.479;0
"R12386";269.865;0
"R12387";356.557;11.215
